location,date,population,HighestInfectionCount,PercentPopulationInfected
Seychelles,6/23/2021,98340,14620,14.87
Seychelles,6/24/2021,98340,14620,14.87
San Marino,4/21/2021,33938,5044,14.86
Andorra,3/20/2021,77265,11481,14.86
Montenegro,4/7/2021,628062,93309,14.86
San Marino,4/20/2021,33938,5040,14.85
Czechia,4/14/2021,10708982,1590124,14.85
Bahrain,6/7/2021,1701583,252600,14.85
San Marino,4/19/2021,33938,5030,14.82
San Marino,4/17/2021,33938,5026,14.81
San Marino,4/18/2021,33938,5026,14.81
Montenegro,4/6/2021,628062,93030,14.81
Czechia,4/13/2021,10708982,1585037,14.8
Andorra,3/19/2021,77265,11431,14.79
San Marino,4/16/2021,33938,5016,14.78
Czechia,4/12/2021,10708982,1581184,14.77
Montenegro,4/5/2021,628062,92740,14.77
San Marino,4/15/2021,33938,5010,14.76
Czechia,4/11/2021,10708982,1580189,14.76
Bahrain,6/6/2021,1701583,251078,14.76
Andorra,3/18/2021,77265,11393,14.75
Czechia,4/10/2021,10708982,1577972,14.74
San Marino,4/14/2021,33938,5004,14.74
Montenegro,4/4/2021,628062,92519,14.73
Andorra,3/17/2021,77265,11360,14.7
Czechia,4/9/2021,10708982,1573153,14.69
San Marino,4/13/2021,33938,4985,14.69
Montenegro,4/3/2021,628062,92222,14.68
Bahrain,6/5/2021,1701583,249582,14.67
Andorra,3/16/2021,77265,11319,14.65
Czechia,4/8/2021,10708982,1567848,14.64
Montenegro,4/2/2021,628062,91906,14.63
San Marino,4/12/2021,33938,4962,14.62
Andorra,3/15/2021,77265,11289,14.61
San Marino,4/10/2021,33938,4956,14.6
San Marino,4/11/2021,33938,4956,14.6
Andorra,3/14/2021,77265,11266,14.58
Bahrain,6/4/2021,1701583,248150,14.58
Montenegro,4/1/2021,628062,91573,14.58
San Marino,4/9/2021,33938,4944,14.57
Czechia,4/7/2021,10708982,1560777,14.57
Maldives,8/11/2021,540542,78690,14.56
Maldives,8/10/2021,540542,78578,14.54
Andorra,3/13/2021,77265,11228,14.53
San Marino,4/8/2021,33938,4932,14.53
Maldives,8/9/2021,540542,78464,14.52
Montenegro,3/31/2021,628062,91218,14.52
Czechia,4/6/2021,10708982,1555245,14.52
Czechia,4/5/2021,10708982,1553820,14.51
Bahrain,6/3/2021,1701583,246658,14.5
Maldives,8/8/2021,540542,78356,14.5
Czechia,4/4/2021,10708982,1551896,14.49
Andorra,3/12/2021,77265,11199,14.49
Czechia,4/3/2021,10708982,1549734,14.47
Maldives,8/7/2021,540542,78243,14.47
Montenegro,3/30/2021,628062,90832,14.46
Maldives,8/6/2021,540542,78130,14.45
San Marino,4/7/2021,33938,4904,14.45
Czechia,4/2/2021,10708982,1545865,14.44
Maldives,8/5/2021,540542,77999,14.43
Maldives,8/4/2021,540542,77895,14.41
Montenegro,3/29/2021,628062,90418,14.4
Andorra,3/10/2021,77265,11130,14.4
Andorra,3/11/2021,77265,11130,14.4
Maldives,8/3/2021,540542,77758,14.39
Czechia,4/1/2021,10708982,1539617,14.38
Bahrain,6/2/2021,1701583,244726,14.38
Maldives,8/2/2021,540542,77633,14.36
Seychelles,6/17/2021,98340,14123,14.36
Seychelles,6/18/2021,98340,14123,14.36
Seychelles,6/19/2021,98340,14123,14.36
Seychelles,6/20/2021,98340,14123,14.36
Seychelles,6/21/2021,98340,14123,14.36
Andorra,3/9/2021,77265,11089,14.35
Maldives,8/1/2021,540542,77547,14.35
Montenegro,3/28/2021,628062,90083,14.34
San Marino,4/6/2021,33938,4864,14.33
Andorra,3/8/2021,77265,11069,14.33
Maldives,7/31/2021,540542,77432,14.32
Czechia,3/31/2021,10708982,1532332,14.31
Maldives,7/30/2021,540542,77309,14.3
Montenegro,3/27/2021,628062,89732,14.29
Andorra,3/7/2021,77265,11042,14.29
Maldives,7/29/2021,540542,77202,14.28
Bahrain,6/1/2021,1701583,242790,14.27
Andorra,3/6/2021,77265,11019,14.26
Maldives,7/28/2021,540542,77094,14.26
Maldives,7/27/2021,540542,76953,14.24
Montenegro,3/26/2021,628062,89363,14.23
Andorra,3/5/2021,77265,10998,14.23
Czechia,3/30/2021,10708982,1523668,14.23
Maldives,7/26/2021,540542,76848,14.22
Andorra,3/4/2021,77265,10976,14.21
Maldives,7/25/2021,540542,76750,14.2
Maldives,7/24/2021,540542,76627,14.18
Montenegro,3/25/2021,628062,88991,14.17
Andorra,3/3/2021,77265,10948,14.17
Czechia,3/29/2021,10708982,1516772,14.16
Maldives,7/23/2021,540542,76546,14.16
Czechia,3/28/2021,10708982,1515029,14.15
Bahrain,5/31/2021,1701583,240531,14.14
Maldives,7/22/2021,540542,76454,14.14
Maldives,7/21/2021,540542,76332,14.12
Andorra,3/2/2021,77265,10908,14.12
Czechia,3/27/2021,10708982,1511021,14.11
Montenegro,3/24/2021,628062,88550,14.1
Maldives,7/20/2021,540542,76188,14.09
Andorra,3/1/2021,77265,10889,14.09
San Marino,4/2/2021,33938,4775,14.07
San Marino,4/3/2021,33938,4775,14.07
San Marino,4/4/2021,33938,4775,14.07
San Marino,4/5/2021,33938,4775,14.07
Maldives,7/19/2021,540542,76019,14.06
Andorra,2/28/2021,77265,10866,14.06
Andorra,2/27/2021,77265,10849,14.04
Czechia,3/26/2021,10708982,1503307,14.04
Maldives,7/18/2021,540542,75879,14.04
Maldives,7/17/2021,540542,75816,14.03
Montenegro,3/23/2021,628062,88116,14.03
Maldives,7/16/2021,540542,75736,14.01
Andorra,2/26/2021,77265,10822,14.01
Bahrain,5/30/2021,1701583,238156,14
Maldives,7/15/2021,540542,75622,13.99
Andorra,2/25/2021,77265,10799,13.98
Czechia,3/25/2021,10708982,1495361,13.96
Andorra,2/24/2021,77265,10775,13.95
Maldives,7/14/2021,540542,75405,13.95
Montenegro,3/22/2021,628062,87638,13.95
Maldives,7/13/2021,540542,75332,13.94
San Marino,3/31/2021,33938,4730,13.94
San Marino,4/1/2021,33938,4730,13.94
Maldives,7/12/2021,540542,75162,13.9
Andorra,2/23/2021,77265,10739,13.9
Maldives,7/11/2021,540542,75071,13.89
Montenegro,3/21/2021,628062,87212,13.89
Czechia,3/24/2021,10708982,1486510,13.88
Maldives,7/10/2021,540542,74993,13.87
Maldives,7/9/2021,540542,74903,13.86
Seychelles,6/14/2021,98340,13630,13.86
Seychelles,6/15/2021,98340,13630,13.86
Seychelles,6/16/2021,98340,13630,13.86
Andorra,2/22/2021,77265,10712,13.86
Andorra,2/21/2021,77265,10699,13.85
Bahrain,5/29/2021,1701583,235698,13.85
Maldives,7/8/2021,540542,74848,13.85
Maldives,7/7/2021,540542,74724,13.82
Montenegro,3/20/2021,628062,86782,13.82
Andorra,2/20/2021,77265,10672,13.81
Maldives,7/6/2021,540542,74585,13.8
Maldives,7/5/2021,540542,74480,13.78
Andorra,2/19/2021,77265,10645,13.78
Czechia,3/23/2021,10708982,1475538,13.78
San Marino,3/30/2021,33938,4678,13.78
Maldives,7/4/2021,540542,74351,13.75
Montenegro,3/19/2021,628062,86282,13.74
Maldives,7/3/2021,540542,74224,13.73
Andorra,2/18/2021,77265,10610,13.73
Czechia,3/21/2021,10708982,1469547,13.72
Czechia,3/22/2021,10708982,1467333,13.7
Andorra,2/17/2021,77265,10583,13.7
Maldives,7/2/2021,540542,74074,13.7
Maldives,7/1/2021,540542,73931,13.68
Montenegro,3/18/2021,628062,85774,13.66
Andorra,2/16/2021,77265,10555,13.66
Bahrain,5/28/2021,1701583,232425,13.66
San Marino,3/29/2021,33938,4631,13.65
Maldives,6/30/2021,540542,73798,13.65
Andorra,2/15/2021,77265,10538,13.64
Czechia,3/20/2021,10708982,1459406,13.63
Maldives,6/29/2021,540542,73660,13.63
Maldives,6/28/2021,540542,73482,13.59
Andorra,2/14/2021,77265,10503,13.59
Maldives,6/27/2021,540542,73327,13.57
Montenegro,3/17/2021,628062,85253,13.57
San Marino,3/27/2021,33938,4603,13.56
San Marino,3/28/2021,33938,4603,13.56
Andorra,2/13/2021,77265,10463,13.54
Czechia,3/19/2021,10708982,1449696,13.54
Maldives,6/26/2021,540542,73094,13.52
Andorra,2/12/2021,77265,10427,13.5
Bahrain,5/27/2021,1701583,229468,13.49
Maldives,6/25/2021,540542,72944,13.49
Montenegro,3/16/2021,628062,84700,13.49
Maldives,6/24/2021,540542,72678,13.45
Andorra,2/11/2021,77265,10391,13.45
Czechia,3/18/2021,10708982,1439019,13.44
Maldives,6/23/2021,540542,72466,13.41
Montenegro,3/15/2021,628062,84163,13.4
San Marino,3/26/2021,33938,4547,13.4
Andorra,2/10/2021,77265,10352,13.4
Maldives,6/22/2021,540542,72294,13.37
Maldives,6/21/2021,540542,72149,13.35
Andorra,2/9/2021,77265,10312,13.35
Czechia,3/17/2021,10708982,1426991,13.33
Montenegro,3/14/2021,628062,83693,13.33
Bahrain,5/26/2021,1701583,226416,13.31
Andorra,2/8/2021,77265,10275,13.3
Maldives,6/20/2021,540542,71896,13.3
Maldives,6/19/2021,540542,71709,13.27
Andorra,2/7/2021,77265,10251,13.27
Montenegro,3/13/2021,628062,83165,13.24
Maldives,6/18/2021,540542,71498,13.23
Andorra,2/6/2021,77265,10206,13.21
San Marino,3/24/2021,33938,4484,13.21
San Marino,3/25/2021,33938,4484,13.21
Maldives,6/17/2021,540542,71356,13.2
Seychelles,6/11/2021,98340,12973,13.19
Seychelles,6/12/2021,98340,12973,13.19
Seychelles,6/13/2021,98340,12973,13.19
Czechia,3/16/2021,10708982,1412962,13.19
Andorra,2/5/2021,77265,10172,13.17
Maldives,6/16/2021,540542,71138,13.16
Montenegro,3/12/2021,628062,82610,13.15
Bahrain,5/25/2021,1701583,223613,13.14
Andorra,2/4/2021,77265,10137,13.12
Maldives,6/15/2021,540542,70897,13.12
Czechia,3/15/2021,10708982,1402420,13.1
Maldives,6/14/2021,540542,70673,13.07
Montenegro,3/11/2021,628062,82029,13.06
Czechia,3/14/2021,10708982,1399078,13.06
San Marino,3/23/2021,33938,4432,13.06
Andorra,2/3/2021,77265,10070,13.03
Maldives,6/13/2021,540542,70301,13.01
Czechia,3/13/2021,10708982,1392108,13
Bahrain,5/24/2021,1701583,220847,12.98
Montenegro,3/10/2021,628062,81457,12.97
Maldives,6/12/2021,540542,70077,12.96
Andorra,2/2/2021,77265,10017,12.96
San Marino,3/22/2021,33938,4388,12.93
Maldives,6/11/2021,540542,69831,12.92
Andorra,2/1/2021,77265,9972,12.91
Montenegro,3/9/2021,628062,80803,12.87
Maldives,6/10/2021,540542,69536,12.86
Andorra,1/31/2021,77265,9937,12.86
Czechia,3/12/2021,10708982,1376998,12.86
San Marino,3/20/2021,33938,4356,12.84
San Marino,3/21/2021,33938,4356,12.84
Bahrain,5/23/2021,1701583,218047,12.81
Maldives,6/9/2021,540542,69213,12.8
Andorra,1/30/2021,77265,9885,12.79
Montenegro,3/8/2021,628062,80191,12.77
San Marino,3/19/2021,33938,4328,12.75
Czechia,3/11/2021,10708982,1365724,12.75
Maldives,6/8/2021,540542,68872,12.74
Andorra,1/29/2021,77265,9837,12.73
Montenegro,3/7/2021,628062,79774,12.7
Seychelles,6/7/2021,98340,12466,12.68
Seychelles,6/8/2021,98340,12466,12.68
Seychelles,6/9/2021,98340,12466,12.68
Seychelles,6/10/2021,98340,12466,12.68
Maldives,6/7/2021,540542,68502,12.67
Andorra,1/28/2021,77265,9779,12.66
San Marino,3/18/2021,33938,4292,12.65
Bahrain,5/22/2021,1701583,214870,12.63
Czechia,3/10/2021,10708982,1351195,12.62
Montenegro,3/6/2021,628062,79237,12.62
Maldives,6/6/2021,540542,67950,12.57
Andorra,1/27/2021,77265,9716,12.57
Slovenia,8/11/2021,2078932,260619,12.54
Slovenia,8/10/2021,2078932,260372,12.52
San Marino,3/17/2021,33938,4249,12.52
Montenegro,3/5/2021,628062,78634,12.52
Slovenia,8/7/2021,2078932,260041,12.51
Slovenia,8/8/2021,2078932,260109,12.51
Slovenia,8/9/2021,2078932,260156,12.51
Slovenia,8/5/2021,2078932,259764,12.5
Slovenia,8/6/2021,2078932,259909,12.5
Slovenia,8/4/2021,2078932,259625,12.49
Maldives,6/5/2021,540542,67538,12.49
Slovenia,8/3/2021,2078932,259486,12.48
Slovenia,7/31/2021,2078932,259215,12.47
Slovenia,8/1/2021,2078932,259273,12.47
Slovenia,8/2/2021,2078932,259304,12.47
Andorra,1/26/2021,77265,9638,12.47
Czechia,3/9/2021,10708982,1335815,12.47
Bahrain,5/21/2021,1701583,212151,12.47
Slovenia,7/29/2021,2078932,258963,12.46
Slovenia,7/30/2021,2078932,259079,12.46
Slovenia,7/27/2021,2078932,258780,12.45
Slovenia,7/28/2021,2078932,258864,12.45
Slovenia,7/23/2021,2078932,258525,12.44
Slovenia,7/24/2021,2078932,258619,12.44
Slovenia,7/25/2021,2078932,258651,12.44
Slovenia,7/26/2021,2078932,258674,12.44
Slovenia,7/21/2021,2078932,258397,12.43
Slovenia,7/22/2021,2078932,258468,12.43
Montenegro,3/4/2021,628062,78060,12.43
Slovenia,7/16/2021,2078932,258108,12.42
Slovenia,7/17/2021,2078932,258169,12.42
Slovenia,7/18/2021,2078932,258190,12.42
Slovenia,7/19/2021,2078932,258199,12.42
Slovenia,7/20/2021,2078932,258287,12.42
Andorra,1/25/2021,77265,9596,12.42
Slovenia,7/13/2021,2078932,257959,12.41
Slovenia,7/14/2021,2078932,257989,12.41
Slovenia,7/15/2021,2078932,258045,12.41
Slovenia,7/9/2021,2078932,257703,12.4
Slovenia,7/10/2021,2078932,257838,12.4
Slovenia,7/11/2021,2078932,257863,12.4
Slovenia,7/12/2021,2078932,257875,12.4
Slovenia,7/6/2021,2078932,257477,12.39
Slovenia,7/7/2021,2078932,257550,12.39
Slovenia,7/8/2021,2078932,257619,12.39
San Marino,3/16/2021,33938,4204,12.39
Maldives,6/4/2021,540542,66948,12.39
Slovenia,6/29/2021,2078932,257287,12.38
Slovenia,6/30/2021,2078932,257335,12.38
Slovenia,7/1/2021,2078932,257358,12.38
Slovenia,7/2/2021,2078932,257383,12.38
Slovenia,7/3/2021,2078932,257413,12.38
Slovenia,7/4/2021,2078932,257421,12.38
Slovenia,7/5/2021,2078932,257429,12.38
Czechia,3/8/2021,10708982,1325291,12.38
Slovenia,6/22/2021,2078932,257066,12.37
Slovenia,6/23/2021,2078932,257116,12.37
Slovenia,6/24/2021,2078932,257164,12.37
Slovenia,6/25/2021,2078932,257210,12.37
Slovenia,6/26/2021,2078932,257221,12.37
Slovenia,6/27/2021,2078932,257240,12.37
Slovenia,6/28/2021,2078932,257252,12.37
Seychelles,6/4/2021,98340,12158,12.36
Seychelles,6/5/2021,98340,12158,12.36
Seychelles,6/6/2021,98340,12158,12.36
Slovenia,6/18/2021,2078932,256871,12.36
Slovenia,6/19/2021,2078932,256956,12.36
Slovenia,6/20/2021,2078932,256982,12.36
Slovenia,6/21/2021,2078932,257001,12.36
Andorra,1/24/2021,77265,9549,12.36
Slovenia,6/16/2021,2078932,256701,12.35
Slovenia,6/17/2021,2078932,256784,12.35
Slovenia,6/13/2021,2078932,256443,12.34
Slovenia,6/14/2021,2078932,256467,12.34
Slovenia,6/15/2021,2078932,256581,12.34
Montenegro,3/3/2021,628062,77493,12.34
Czechia,3/7/2021,10708982,1321331,12.34
Slovenia,6/12/2021,2078932,256352,12.33
Slovenia,6/10/2021,2078932,256103,12.32
Slovenia,6/11/2021,2078932,256224,12.32
Slovenia,6/9/2021,2078932,255907,12.31
Maldives,6/3/2021,540542,66516,12.31
Bahrain,5/20/2021,1701583,209293,12.3
Slovenia,6/8/2021,2078932,255652,12.3
Slovenia,6/7/2021,2078932,255432,12.29
Andorra,1/23/2021,77265,9499,12.29
Slovenia,6/5/2021,2078932,255218,12.28
Slovenia,6/6/2021,2078932,255375,12.28
Slovenia,6/4/2021,2078932,254973,12.26
Slovenia,6/3/2021,2078932,254692,12.25
Czechia,3/6/2021,10708982,1312164,12.25
Montenegro,3/2/2021,628062,76868,12.24
Slovenia,6/2/2021,2078932,254419,12.24
San Marino,3/15/2021,33938,4151,12.23
Slovenia,6/1/2021,2078932,254045,12.22
Slovenia,5/30/2021,2078932,253631,12.2
Slovenia,5/31/2021,2078932,253722,12.2
Slovenia,5/29/2021,2078932,253493,12.19
Andorra,1/22/2021,77265,9416,12.19
Maldives,6/2/2021,540542,65868,12.19
Slovenia,5/28/2021,2078932,253140,12.18
Slovenia,5/27/2021,2078932,252848,12.16
San Marino,3/13/2021,33938,4126,12.16
San Marino,3/14/2021,33938,4126,12.16
Bahrain,5/19/2021,1701583,206878,12.16
Montenegro,3/1/2021,628062,76283,12.15
Andorra,1/21/2021,77265,9379,12.14
Slovenia,5/26/2021,2078932,252486,12.14
Slovenia,5/25/2021,2078932,252098,12.13
Czechia,3/5/2021,10708982,1299002,12.13
Slovenia,5/23/2021,2078932,251690,12.11
Slovenia,5/24/2021,2078932,251773,12.11
Slovenia,5/22/2021,2078932,251531,12.1
Cyprus,8/11/2021,888005,107485,12.1
Slovenia,5/21/2021,2078932,251148,12.08
San Marino,3/12/2021,33938,4096,12.07
Montenegro,2/28/2021,628062,75834,12.07
Maldives,6/1/2021,540542,65164,12.06
Slovenia,5/20/2021,2078932,250811,12.06
Slovenia,5/19/2021,2078932,250453,12.05
Cyprus,8/10/2021,888005,107001,12.05
Andorra,1/20/2021,77265,9308,12.05
Bahrain,5/18/2021,1701583,204524,12.02
Slovenia,5/18/2021,2078932,249921,12.02
Slovenia,5/17/2021,2078932,249424,12
Slovenia,5/16/2021,2078932,249310,11.99
Montenegro,2/27/2021,628062,75332,11.99
Cyprus,8/9/2021,888005,106428,11.99
Czechia,3/4/2021,10708982,1284288,11.99
Slovenia,5/15/2021,2078932,249014,11.98
San Marino,3/11/2021,33938,4062,11.97
Slovenia,5/14/2021,2078932,248520,11.95
Slovenia,5/13/2021,2078932,248046,11.93
Cyprus,8/8/2021,888005,105982,11.93
Montenegro,2/26/2021,628062,74789,11.91
Maldives,5/31/2021,540542,64396,11.91
Luxembourg,8/11/2021,625976,74498,11.9
Slovenia,5/12/2021,2078932,247449,11.9
Bahrain,5/17/2021,1701583,202556,11.9
Andorra,1/19/2021,77265,9194,11.9
Cyprus,8/7/2021,888005,105593,11.89
Luxembourg,8/10/2021,625976,74437,11.89
Luxembourg,8/9/2021,625976,74395,11.88
Slovenia,5/11/2021,2078932,246725,11.87
San Marino,3/10/2021,33938,4030,11.87
Luxembourg,8/5/2021,625976,74212,11.86
Luxembourg,8/6/2021,625976,74262,11.86
Luxembourg,8/7/2021,625976,74262,11.86
Luxembourg,8/8/2021,625976,74262,11.86
Czechia,3/3/2021,10708982,1269058,11.85
Luxembourg,8/4/2021,625976,74144,11.84
Slovenia,5/9/2021,2078932,246082,11.84
Slovenia,5/10/2021,2078932,246231,11.84
Luxembourg,8/3/2021,625976,74042,11.83
Luxembourg,8/2/2021,625976,73990,11.82
Cyprus,8/6/2021,888005,104994,11.82
Seychelles,5/31/2021,98340,11621,11.82
Seychelles,6/1/2021,98340,11621,11.82
Seychelles,6/2/2021,98340,11621,11.82
Seychelles,6/3/2021,98340,11621,11.82
Slovenia,5/8/2021,2078932,245793,11.82
Montenegro,2/25/2021,628062,74183,11.81
Bahrain,5/16/2021,1701583,200977,11.81
Luxembourg,7/30/2021,625976,73870,11.8
Luxembourg,7/31/2021,625976,73870,11.8
Luxembourg,8/1/2021,625976,73870,11.8
Luxembourg,7/29/2021,625976,73816,11.79
Slovenia,5/7/2021,2078932,245159,11.79
Luxembourg,7/28/2021,625976,73744,11.78
Maldives,5/30/2021,540542,63686,11.78
Luxembourg,7/27/2021,625976,73637,11.76
Slovenia,5/6/2021,2078932,244556,11.76
Cyprus,8/5/2021,888005,104469,11.76
Andorra,1/17/2021,77265,9083,11.76
Andorra,1/18/2021,77265,9083,11.76
Luxembourg,7/26/2021,625976,73551,11.75
San Marino,3/9/2021,33938,3984,11.74
Luxembourg,7/23/2021,625976,73412,11.73
Luxembourg,7/24/2021,625976,73412,11.73
Luxembourg,7/25/2021,625976,73412,11.73
Montenegro,2/24/2021,628062,73612,11.72
Slovenia,5/5/2021,2078932,243719,11.72
Luxembourg,7/22/2021,625976,73309,11.71
Luxembourg,7/21/2021,625976,73215,11.7
Andorra,1/16/2021,77265,9038,11.7
Cyprus,8/4/2021,888005,103889,11.7
Bahrain,5/15/2021,1701583,199093,11.7
Czechia,3/2/2021,10708982,1252242,11.69
Slovenia,5/4/2021,2078932,242777,11.68
Luxembourg,7/20/2021,625976,73074,11.67
Luxembourg,7/19/2021,625976,72985,11.66
Maldives,5/29/2021,540542,62906,11.64
Slovenia,5/3/2021,2078932,241883,11.63
Cyprus,8/3/2021,888005,103314,11.63
Luxembourg,7/16/2021,625976,72759,11.62
Luxembourg,7/17/2021,625976,72759,11.62
Luxembourg,7/18/2021,625976,72759,11.62
Montenegro,2/23/2021,628062,72969,11.62
Slovenia,5/2/2021,2078932,241672,11.62
Slovenia,5/1/2021,2078932,241309,11.61
Bahrain,5/14/2021,1701583,197474,11.61
Luxembourg,7/15/2021,625976,72632,11.6
San Marino,3/8/2021,33938,3935,11.59
Luxembourg,7/14/2021,625976,72509,11.58
Czechia,3/1/2021,10708982,1240051,11.58
Andorra,1/15/2021,77265,8946,11.58
Cyprus,8/2/2021,888005,102716,11.57
Georgia,8/11/2021,3989175,461198,11.56
San Marino,3/6/2021,33938,3922,11.56
San Marino,3/7/2021,33938,3922,11.56
Slovenia,4/30/2021,2078932,240292,11.56
Luxembourg,7/13/2021,625976,72391,11.56
Luxembourg,7/12/2021,625976,72257,11.54
Czechia,2/28/2021,10708982,1235480,11.54
Montenegro,2/22/2021,628062,72395,11.53
Bahrain,5/13/2021,1701583,196105,11.52
Cyprus,8/1/2021,888005,102223,11.51
Slovenia,4/29/2021,2078932,239339,11.51
Luxembourg,7/9/2021,625976,72010,11.5
Luxembourg,7/10/2021,625976,72010,11.5
Luxembourg,7/11/2021,625976,72010,11.5
Luxembourg,7/8/2021,625976,71879,11.48
San Marino,3/5/2021,33938,3896,11.48
Andorra,1/14/2021,77265,8868,11.48
Slovenia,4/28/2021,2078932,238421,11.47
Luxembourg,7/7/2021,625976,71748,11.46
Montenegro,2/21/2021,628062,71995,11.46
Czechia,2/27/2021,10708982,1227595,11.46
Slovenia,4/27/2021,2078932,238023,11.45
Maldives,5/28/2021,540542,61844,11.44
Luxembourg,7/6/2021,625976,71547,11.43
Georgia,8/10/2021,3989175,455846,11.43
Bahrain,5/12/2021,1701583,194289,11.42
Cyprus,7/30/2021,888005,101419,11.42
Cyprus,7/31/2021,888005,101419,11.42
Andorra,1/13/2021,77265,8818,11.41
Luxembourg,7/5/2021,625976,71429,11.41
Slovenia,4/26/2021,2078932,237219,11.41
Slovenia,4/25/2021,2078932,237028,11.4
Montenegro,2/20/2021,628062,71593,11.4
San Marino,3/4/2021,33938,3867,11.39
Slovenia,4/24/2021,2078932,236613,11.38
Cyprus,7/29/2021,888005,100784,11.35
Luxembourg,7/2/2021,625976,71031,11.35
Luxembourg,7/3/2021,625976,71031,11.35
Luxembourg,7/4/2021,625976,71031,11.35
Slovenia,4/23/2021,2078932,235711,11.34
Seychelles,5/27/2021,98340,11145,11.33
Seychelles,5/28/2021,98340,11145,11.33
Seychelles,5/29/2021,98340,11145,11.33
Seychelles,5/30/2021,98340,11145,11.33
Luxembourg,7/1/2021,625976,70895,11.33
Bahrain,5/11/2021,1701583,192750,11.33
Czechia,2/26/2021,10708982,1212780,11.32
Montenegro,2/19/2021,628062,71112,11.32
Luxembourg,6/30/2021,625976,70787,11.31
Luxembourg,6/28/2021,625976,70642,11.29
Luxembourg,6/29/2021,625976,70695,11.29
Slovenia,4/22/2021,2078932,234811,11.29
San Marino,3/3/2021,33938,3829,11.28
Luxembourg,6/24/2021,625976,70586,11.28
Luxembourg,6/25/2021,625976,70600,11.28
Luxembourg,6/26/2021,625976,70600,11.28
Luxembourg,6/27/2021,625976,70600,11.28
Cyprus,7/28/2021,888005,100129,11.28
Georgia,8/9/2021,3989175,450149,11.28
Luxembourg,6/21/2021,625976,70535,11.27
Luxembourg,6/22/2021,625976,70547,11.27
Luxembourg,6/23/2021,625976,70547,11.27
Maldives,5/27/2021,540542,60943,11.27
Luxembourg,6/15/2021,625976,70466,11.26
Luxembourg,6/16/2021,625976,70485,11.26
